,date,d_pm10,location,cluster
0,2015-01-01,68.0,강남구,2
1,2015-01-02,29.29166667,강남구,2
2,2015-01-03,39.125,강남구,2
3,2015-01-04,39.125,강남구,2
4,2015-01-05,72.81818182,강남구,2
5,2015-01-06,43.29166667,강남구,2
6,2015-01-07,33.83333333,강남구,2
7,2015-01-08,43.58333333,강남구,2
8,2015-01-09,54.91666667,강남구,2
9,2015-01-10,37.5,강남구,2
10,2015-01-11,44.375,강남구,2
11,2015-01-12,43.75,강남구,2
12,2015-01-13,55.08333333,강남구,2
13,2015-01-14,67.125,강남구,2
14,2015-01-15,63.0,강남구,2
15,2015-01-16,85.20833333,강남구,2
16,2015-01-17,38.45833333,강남구,2
17,2015-01-18,32.16666667,강남구,2
18,2015-01-19,67.54166667,강남구,2
19,2015-01-20,47.45833333,강남구,2
20,2015-01-21,57.08333333,강남구,2
21,2015-01-22,46.83333333,강남구,2
22,2015-01-23,37.86956522,강남구,2
23,2015-01-24,53.16666667,강남구,2
24,2015-01-25,64.0,강남구,2
25,2015-01-26,40.54166667,강남구,2
26,2015-01-27,52.125,강남구,2
27,2015-01-28,45.875,강남구,2
28,2015-01-29,51.91666667,강남구,2
29,2015-01-30,40.16666667,강남구,2
30,2015-01-31,41.25,강남구,2
31,2015-02-01,31.83333333,강남구,2
32,2015-02-02,38.95652174,강남구,2
33,2015-02-03,61.58333333,강남구,2
34,2015-02-04,80.25,강남구,2
36,2015-02-06,54.54166667,강남구,2
37,2015-02-07,47.625,강남구,2
39,2015-02-09,36.25,강남구,2
42,2015-02-12,37.43478261,강남구,2
43,2015-02-13,32.375,강남구,2
44,2015-02-14,53.875,강남구,2
45,2015-02-15,78.79166667,강남구,2
46,2015-02-16,47.75,강남구,2
47,2015-02-17,66.66666667,강남구,2
48,2015-02-18,65.625,강남구,2
49,2015-02-19,66.20833333,강남구,2
50,2015-02-20,52.54166667,강남구,2
51,2015-02-21,26.41666667,강남구,2
55,2015-02-25,74.125,강남구,2
56,2015-02-26,35.875,강남구,2
57,2015-02-27,27.94736842,강남구,2
58,2015-02-28,43.08333333,강남구,2
61,2015-03-03,54.70833333,강남구,2
62,2015-03-04,40.27777778,강남구,2
63,2015-03-05,42.68181818,강남구,2
64,2015-03-06,48.75,강남구,2
65,2015-03-07,53.33333333,강남구,2
67,2015-03-09,76.04166667,강남구,2
68,2015-03-10,32.875,강남구,2
69,2015-03-11,41.375,강남구,2
70,2015-03-12,30.5,강남구,2
71,2015-03-13,57.6,강남구,2
72,2015-03-14,42.79166667,강남구,2
73,2015-03-15,49.29166667,강남구,2
77,2015-03-19,53.875,강남구,2
81,2015-03-23,59.86363636,강남구,2
82,2015-03-24,47.5,강남구,2
83,2015-03-25,43.54166667,강남구,2
84,2015-03-26,50.54166667,강남구,2
85,2015-03-27,56.79166667,강남구,2
86,2015-03-28,45.0,강남구,2
87,2015-03-29,70.29166667,강남구,2
90,2015-04-01,31.5,강남구,2
91,2015-04-02,23.45833333,강남구,2
92,2015-04-03,33.95454545,강남구,2
93,2015-04-04,17.04347826,강남구,2
94,2015-04-05,15.70833333,강남구,2
95,2015-04-06,59.16666667,강남구,2
96,2015-04-07,40.04166667,강남구,2
97,2015-04-08,27.125,강남구,2
98,2015-04-09,53.875,강남구,2
99,2015-04-10,58.29166667,강남구,2
100,2015-04-11,68.79166667,강남구,2
101,2015-04-12,52.33333333,강남구,2
102,2015-04-13,26.25,강남구,2
103,2015-04-14,21.95833333,강남구,2
104,2015-04-15,43.08333333,강남구,2
105,2015-04-16,77.66666667,강남구,2
106,2015-04-17,72.0,강남구,2
107,2015-04-18,62.83333333,강남구,2
108,2015-04-19,31.16666667,강남구,2
109,2015-04-20,13.73913043,강남구,2
110,2015-04-21,42.45833333,강남구,2
111,2015-04-22,72.75,강남구,2
112,2015-04-23,64.0,강남구,2
113,2015-04-24,76.5,강남구,2
114,2015-04-25,59.79166667,강남구,2
115,2015-04-26,59.25,강남구,2
116,2015-04-27,64.42857143,강남구,2
117,2015-04-28,48.5,강남구,2
118,2015-04-29,43.33333333,강남구,2
119,2015-04-30,32.52380952,강남구,2
120,2015-05-01,43.08333333,강남구,2
121,2015-05-02,36.83333333,강남구,2
122,2015-05-03,26.20833333,강남구,2
123,2015-05-04,51.5,강남구,2
124,2015-05-05,39.70833333,강남구,2
125,2015-05-06,47.70833333,강남구,2
126,2015-05-07,45.5,강남구,2
127,2015-05-08,53.375,강남구,2
128,2015-05-09,40.29166667,강남구,2
129,2015-05-10,41.58333333,강남구,2
130,2015-05-11,44.45833333,강남구,2
131,2015-05-12,35.25,강남구,2
132,2015-05-13,68.41666667,강남구,2
133,2015-05-14,58.04166667,강남구,2
135,2015-05-16,54.58333333,강남구,2
136,2015-05-17,54.75,강남구,2
137,2015-05-18,43.54166667,강남구,2
138,2015-05-19,51.04166667,강남구,2
139,2015-05-20,43.33333333,강남구,2
140,2015-05-21,43.875,강남구,2
141,2015-05-22,49.95833333,강남구,2
142,2015-05-23,45.95833333,강남구,2
143,2015-05-24,31.5,강남구,2
144,2015-05-25,40.54166667,강남구,2
145,2015-05-26,37.83333333,강남구,2
146,2015-05-27,35.95833333,강남구,2
147,2015-05-28,44.625,강남구,2
148,2015-05-29,48.70833333,강남구,2
149,2015-05-30,39.75,강남구,2
150,2015-05-31,35.66666667,강남구,2
151,2015-06-01,35.41666667,강남구,2
152,2015-06-02,36.5,강남구,2
153,2015-06-03,41.66666667,강남구,2
154,2015-06-04,39.875,강남구,2
155,2015-06-05,32.56521739,강남구,2
156,2015-06-06,29.125,강남구,2
157,2015-06-07,29.66666667,강남구,2
158,2015-06-08,36.0,강남구,2
159,2015-06-09,42.75,강남구,2
160,2015-06-10,49.29166667,강남구,2
161,2015-06-11,39.125,강남구,2
162,2015-06-12,42.54166667,강남구,2
163,2015-06-13,75.0,강남구,2
164,2015-06-14,30.95833333,강남구,2
165,2015-06-15,36.66666667,강남구,2
166,2015-06-16,47.16666667,강남구,2
167,2015-06-17,42.08333333,강남구,2
168,2015-06-18,25.625,강남구,2
169,2015-06-19,22.04166667,강남구,2
170,2015-06-20,36.91666667,강남구,2
171,2015-06-21,19.875,강남구,2
172,2015-06-22,29.58333333,강남구,2
173,2015-06-23,33.54166667,강남구,2
174,2015-06-24,41.58333333,강남구,2
175,2015-06-25,37.20833333,강남구,2
176,2015-06-26,13.52173913,강남구,2
177,2015-06-27,10.95833333,강남구,2
178,2015-06-28,23.0,강남구,2
179,2015-06-29,24.66666667,강남구,2
180,2015-06-30,29.45833333,강남구,2
181,2015-07-01,31.5,강남구,2
182,2015-07-02,47.16666667,강남구,2
183,2015-07-03,42.20833333,강남구,2
184,2015-07-04,32.20833333,강남구,2
185,2015-07-05,34.45833333,강남구,2
186,2015-07-06,31.5,강남구,2
187,2015-07-07,33.91666667,강남구,2
188,2015-07-08,10.30434783,강남구,2
189,2015-07-09,12.14285714,강남구,2
190,2015-07-10,17.58333333,강남구,2
191,2015-07-11,26.95652174,강남구,2
192,2015-07-12,10.14285714,강남구,2
193,2015-07-13,31.95238095,강남구,2
194,2015-07-14,66.75,강남구,2
195,2015-07-15,47.91666667,강남구,2
196,2015-07-16,11.08695652,강남구,2
197,2015-07-17,11.0,강남구,2
198,2015-07-18,29.75,강남구,2
199,2015-07-19,23.2173913,강남구,2
200,2015-07-20,22.58333333,강남구,2
201,2015-07-21,29.58333333,강남구,2
202,2015-07-22,28.91304348,강남구,2
203,2015-07-23,22.54166667,강남구,2
204,2015-07-24,14.25,강남구,2
205,2015-07-25,17.375,강남구,2
206,2015-07-26,18.04347826,강남구,2
207,2015-07-27,25.66666667,강남구,2
208,2015-07-28,36.58333333,강남구,2
209,2015-07-29,38.43478261,강남구,2
210,2015-07-30,70.75,강남구,2
211,2015-07-31,60.5,강남구,2
212,2015-08-01,48.41666667,강남구,2
213,2015-08-02,30.875,강남구,2
214,2015-08-03,27.16666667,강남구,2
215,2015-08-04,20.8,강남구,2
216,2015-08-05,27.29166667,강남구,2
217,2015-08-06,31.625,강남구,2
218,2015-08-07,38.20833333,강남구,2
219,2015-08-08,32.875,강남구,2
220,2015-08-09,19.875,강남구,2
221,2015-08-10,28.41666667,강남구,2
222,2015-08-11,53.125,강남구,2
223,2015-08-12,44.83333333,강남구,2
224,2015-08-13,37.41666667,강남구,2
225,2015-08-14,39.33333333,강남구,2
226,2015-08-15,61.33333333,강남구,2
227,2015-08-16,68.56521739,강남구,2
228,2015-08-17,22.41666667,강남구,2
229,2015-08-18,21.17391304,강남구,2
230,2015-08-19,32.375,강남구,2
231,2015-08-20,31.70833333,강남구,2
232,2015-08-21,26.16666667,강남구,2
233,2015-08-22,34.66666667,강남구,2
234,2015-08-23,35.20833333,강남구,2
235,2015-08-24,28.375,강남구,2
236,2015-08-25,7.217391304,강남구,2
237,2015-08-26,9.347826087,강남구,2
238,2015-08-27,20.625,강남구,2
239,2015-08-28,28.52173913,강남구,2
240,2015-08-29,30.70833333,강남구,2
241,2015-08-30,31.5,강남구,2
242,2015-08-31,31.625,강남구,2
243,2015-09-01,23.39130435,강남구,2
244,2015-09-02,24.65217391,강남구,2
245,2015-09-03,24.5,강남구,2
246,2015-09-04,34.81818182,강남구,2
247,2015-09-05,31.25,강남구,2
248,2015-09-06,12.45833333,강남구,2
249,2015-09-07,12.54166667,강남구,2
250,2015-09-08,12.08333333,강남구,2
251,2015-09-09,16.04166667,강남구,2
252,2015-09-10,28.83333333,강남구,2
253,2015-09-11,39.5,강남구,2
254,2015-09-12,21.75,강남구,2
255,2015-09-13,21.375,강남구,2
256,2015-09-14,29.75,강남구,2
257,2015-09-15,25.66666667,강남구,2
258,2015-09-16,16.08333333,강남구,2
259,2015-09-17,11.69565217,강남구,2
260,2015-09-18,16.95833333,강남구,2
261,2015-09-19,30.79166667,강남구,2
262,2015-09-20,46.75,강남구,2
263,2015-09-21,45.5,강남구,2
264,2015-09-22,40.41666667,강남구,2
265,2015-09-23,41.41666667,강남구,2
266,2015-09-24,34.54166667,강남구,2
267,2015-09-25,34.41666667,강남구,2
268,2015-09-26,45.08333333,강남구,2
269,2015-09-27,34.29166667,강남구,2
270,2015-09-28,28.95833333,강남구,2
271,2015-09-29,24.83333333,강남구,2
272,2015-09-30,17.29166667,강남구,2
273,2015-10-01,15.875,강남구,2
274,2015-10-02,32.2173913,강남구,2
275,2015-10-03,38.20833333,강남구,2
276,2015-10-04,27.66666667,강남구,2
277,2015-10-05,29.16666667,강남구,2
278,2015-10-06,30.82608696,강남구,2
279,2015-10-07,43.625,강남구,2
280,2015-10-08,51.91666667,강남구,2
281,2015-10-09,32.66666667,강남구,2
282,2015-10-10,23.25,강남구,2
283,2015-10-11,15.625,강남구,2
284,2015-10-12,17.58333333,강남구,2
285,2015-10-13,28.83333333,강남구,2
286,2015-10-14,45.33333333,강남구,2
287,2015-10-15,55.625,강남구,2
288,2015-10-16,64.16666667,강남구,2
289,2015-10-17,59.08333333,강남구,2
290,2015-10-18,73.16666667,강남구,2
294,2015-10-22,83.75,강남구,2
295,2015-10-23,49.71428571,강남구,2
296,2015-10-24,32.70833333,강남구,2
297,2015-10-25,28.41666667,강남구,2
298,2015-10-26,30.91666667,강남구,2
299,2015-10-27,35.83333333,강남구,2
300,2015-10-28,32.7826087,강남구,2
301,2015-10-29,21.69565217,강남구,2
302,2015-10-30,29.0,강남구,2
303,2015-10-31,30.04166667,강남구,2
304,2015-11-01,40.16666667,강남구,2
305,2015-11-02,50.70833333,강남구,2
306,2015-11-03,68.23809524,강남구,2
307,2015-11-04,83.33333333,강남구,2
308,2015-11-05,75.0,강남구,2
309,2015-11-06,49.58333333,강남구,2
310,2015-11-07,12.0,강남구,2
311,2015-11-08,4.384615385,강남구,2
312,2015-11-09,10.47826087,강남구,2
313,2015-11-10,46.58333333,강남구,2
314,2015-11-11,40.16666667,강남구,2
315,2015-11-12,14.45833333,강남구,2
316,2015-11-13,13.20833333,강남구,2
317,2015-11-14,9.826086957,강남구,2
318,2015-11-15,18.45833333,강남구,2
319,2015-11-16,28.66666667,강남구,2
320,2015-11-17,18.0,강남구,2
321,2015-11-18,10.04347826,강남구,2
322,2015-11-19,13.08333333,강남구,2
323,2015-11-20,33.95833333,강남구,2
324,2015-11-21,46.33333333,강남구,2
325,2015-11-22,31.91666667,강남구,2
326,2015-11-23,7.0,강남구,2
327,2015-11-24,22.625,강남구,2
328,2015-11-25,11.57142857,강남구,2
329,2015-11-26,31.95833333,강남구,2
330,2015-11-27,38.33333333,강남구,2
331,2015-11-28,41.08333333,강남구,2
332,2015-11-29,39.0,강남구,2
333,2015-11-30,40.83333333,강남구,2
334,2015-12-01,52.0,강남구,2
335,2015-12-02,52.75,강남구,2
336,2015-12-03,17.875,강남구,2
337,2015-12-04,40.29166667,강남구,2
338,2015-12-05,34.625,강남구,2
339,2015-12-06,34.79166667,강남구,2
340,2015-12-07,50.375,강남구,2
341,2015-12-08,66.54166667,강남구,2
342,2015-12-09,69.26086957,강남구,2
343,2015-12-10,47.45833333,강남구,2
344,2015-12-11,32.45833333,강남구,2
345,2015-12-12,30.16666667,강남구,2
346,2015-12-13,38.91666667,강남구,2
347,2015-12-14,47.83333333,강남구,2
348,2015-12-15,53.33333333,강남구,2
349,2015-12-16,26.16666667,강남구,2
350,2015-12-17,18.83333333,강남구,2
351,2015-12-18,39.625,강남구,2
352,2015-12-19,55.54166667,강남구,2
353,2015-12-20,47.91666667,강남구,2
354,2015-12-21,49.25,강남구,2
355,2015-12-22,54.41666667,강남구,2
356,2015-12-23,46.625,강남구,2
358,2015-12-25,27.91666667,강남구,2
359,2015-12-26,73.5,강남구,2
360,2015-12-27,29.0,강남구,2
361,2015-12-28,22.54166667,강남구,2
362,2015-12-29,54.58333333,강남구,2
363,2015-12-30,58.95454545,강남구,2
364,2015-12-31,66.66666667,강남구,2
365,2016-01-01,76.0,강남구,2
366,2016-01-02,49.29166667,강남구,2
369,2016-01-05,31.875,강남구,2
370,2016-01-06,59.75,강남구,2
371,2016-01-07,41.79166667,강남구,2
372,2016-01-08,32.54166667,강남구,2
373,2016-01-09,35.625,강남구,2
374,2016-01-10,31.0,강남구,2
375,2016-01-11,40.29166667,강남구,2
376,2016-01-12,52.54166667,강남구,2
377,2016-01-13,38.125,강남구,2
378,2016-01-14,49.16666667,강남구,2
379,2016-01-15,49.66666667,강남구,2
380,2016-01-16,66.04166667,강남구,2
381,2016-01-17,65.66666667,강남구,2
382,2016-01-18,63.0,강남구,2
383,2016-01-19,37.08333333,강남구,2
384,2016-01-20,38.66666667,강남구,2
385,2016-01-21,57.875,강남구,2
386,2016-01-22,54.95833333,강남구,2
387,2016-01-23,32.83333333,강남구,2
388,2016-01-24,41.20833333,강남구,2
389,2016-01-25,53.75,강남구,2
390,2016-01-26,82.875,강남구,2
391,2016-01-27,69.08333333,강남구,2
392,2016-01-28,64.41666667,강남구,2
393,2016-01-29,51.95833333,강남구,2
394,2016-01-30,39.20833333,강남구,2
395,2016-01-31,42.45833333,강남구,2
396,2016-02-01,41.875,강남구,2
397,2016-02-02,49.625,강남구,2
398,2016-02-03,64.41666667,강남구,2
399,2016-02-04,56.375,강남구,2
400,2016-02-05,47.66666667,강남구,2
401,2016-02-06,52.875,강남구,2
402,2016-02-07,52.20833333,강남구,2
403,2016-02-08,69.45833333,강남구,2
404,2016-02-09,58.95833333,강남구,2
405,2016-02-10,43.75,강남구,2
406,2016-02-11,47.875,강남구,2
407,2016-02-12,37.17391304,강남구,2
408,2016-02-13,15.91666667,강남구,2
409,2016-02-14,31.375,강남구,2
410,2016-02-15,35.79166667,강남구,2
411,2016-02-16,28.83333333,강남구,2
412,2016-02-17,40.29166667,강남구,2
413,2016-02-18,42.16666667,강남구,2
415,2016-02-20,53.54166667,강남구,2
416,2016-02-21,27.20833333,강남구,2
417,2016-02-22,45.52173913,강남구,2
418,2016-02-23,58.16666667,강남구,2
419,2016-02-24,34.875,강남구,2
420,2016-02-25,49.875,강남구,2
421,2016-02-26,48.75,강남구,2
422,2016-02-27,66.875,강남구,2
423,2016-02-28,53.83333333,강남구,2
424,2016-02-29,58.91666667,강남구,2
425,2016-03-01,31.875,강남구,2
426,2016-03-02,37.0,강남구,2
427,2016-03-03,50.05,강남구,2
428,2016-03-04,72.75,강남구,2
429,2016-03-05,21.54166667,강남구,2
433,2016-03-09,51.875,강남구,2
434,2016-03-10,33.625,강남구,2
435,2016-03-11,33.16666667,강남구,2
436,2016-03-12,42.04166667,강남구,2
437,2016-03-13,57.875,강남구,2
438,2016-03-14,64.54166667,강남구,2
439,2016-03-15,63.25,강남구,2
440,2016-03-16,68.16666667,강남구,2
441,2016-03-17,77.33333333,강남구,2
442,2016-03-18,71.25,강남구,2
443,2016-03-19,78.91666667,강남구,2
444,2016-03-20,82.875,강남구,2
445,2016-03-21,86.25,강남구,2
446,2016-03-22,68.58333333,강남구,2
447,2016-03-23,83.33333333,강남구,2
448,2016-03-24,37.29166667,강남구,2
449,2016-03-25,71.75,강남구,2
450,2016-03-26,67.70833333,강남구,2
451,2016-03-27,69.25,강남구,2
452,2016-03-28,68.91666667,강남구,2
455,2016-03-31,52.66666667,강남구,2
456,2016-04-01,73.45833333,강남구,2
457,2016-04-02,80.33333333,강남구,2
458,2016-04-03,59.41666667,강남구,2
459,2016-04-04,27.17391304,강남구,2
460,2016-04-05,57.16666667,강남구,2
461,2016-04-06,72.16666667,강남구,2
462,2016-04-07,45.54166667,강남구,2
463,2016-04-08,85.20833333,강남구,2
466,2016-04-11,46.95833333,강남구,2
467,2016-04-12,57.79166667,강남구,2
468,2016-04-13,61.5,강남구,2
469,2016-04-14,61.04166667,강남구,2
470,2016-04-15,57.875,강남구,2
471,2016-04-16,56.375,강남구,2
472,2016-04-17,50.16666667,강남구,2
473,2016-04-18,68.25,강남구,2
474,2016-04-19,49.33333333,강남구,2
475,2016-04-20,67.0,강남구,2
476,2016-04-21,29.81818182,강남구,2
477,2016-04-22,81.83333333,강남구,2
481,2016-04-26,84.16666667,강남구,2
482,2016-04-27,53.54166667,강남구,2
483,2016-04-28,61.20833333,강남구,2
484,2016-04-29,66.75,강남구,2
485,2016-04-30,84.95454545,강남구,2
486,2016-05-01,46.375,강남구,2
487,2016-05-02,44.625,강남구,2
488,2016-05-03,18.0,강남구,2
489,2016-05-04,52.33333333,강남구,2
490,2016-05-05,49.79166667,강남구,2
491,2016-05-06,41.875,강남구,2
493,2016-05-08,48.79166667,강남구,2
494,2016-05-09,55.41666667,강남구,2
495,2016-05-10,30.25,강남구,2
496,2016-05-11,26.95833333,강남구,2
497,2016-05-12,24.5,강남구,2
498,2016-05-13,34.79166667,강남구,2
499,2016-05-14,30.125,강남구,2
500,2016-05-15,27.95652174,강남구,2
501,2016-05-16,29.45833333,강남구,2
502,2016-05-17,56.91304348,강남구,2
503,2016-05-18,47.95833333,강남구,2
504,2016-05-19,31.70833333,강남구,2
505,2016-05-20,45.29166667,강남구,2
506,2016-05-21,30.58333333,강남구,2
507,2016-05-22,46.625,강남구,2
508,2016-05-23,54.55,강남구,2
509,2016-05-24,30.7826087,강남구,2
513,2016-05-28,82.95833333,강남구,2
517,2016-06-01,44.08695652,강남구,2
518,2016-06-02,39.0,강남구,2
519,2016-06-03,46.18181818,강남구,2
520,2016-06-04,57.79166667,강남구,2
521,2016-06-05,53.58333333,강남구,2
522,2016-06-06,23.375,강남구,2
523,2016-06-07,43.29166667,강남구,2
524,2016-06-08,38.33333333,강남구,2
525,2016-06-09,53.20833333,강남구,2
526,2016-06-10,62.81818182,강남구,2
527,2016-06-11,48.20833333,강남구,2
528,2016-06-12,27.58333333,강남구,2
529,2016-06-13,67.59090909,강남구,2
530,2016-06-14,55.16666667,강남구,2
531,2016-06-15,34.95833333,강남구,2
532,2016-06-16,29.33333333,강남구,2
533,2016-06-17,52.08333333,강남구,2
534,2016-06-18,66.5,강남구,2
535,2016-06-19,43.45833333,강남구,2
536,2016-06-20,51.625,강남구,2
537,2016-06-21,58.86363636,강남구,2
538,2016-06-22,67.91666667,강남구,2
539,2016-06-23,46.08333333,강남구,2
540,2016-06-24,55.94117647,강남구,2
541,2016-06-25,33.875,강남구,2
542,2016-06-26,33.0,강남구,2
543,2016-06-27,35.0,강남구,2
544,2016-06-28,59.08333333,강남구,2
545,2016-06-29,39.45833333,강남구,2
546,2016-06-30,27.75,강남구,2
547,2016-07-01,19.25,강남구,2
548,2016-07-02,13.45833333,강남구,2
549,2016-07-03,38.08333333,강남구,2
550,2016-07-04,25.09090909,강남구,2
551,2016-07-05,13.08333333,강남구,2
552,2016-07-06,17.18181818,강남구,2
553,2016-07-07,43.625,강남구,2
554,2016-07-08,54.16666667,강남구,2
555,2016-07-09,41.20833333,강남구,2
556,2016-07-10,37.79166667,강남구,2
557,2016-07-11,57.45833333,강남구,2
558,2016-07-12,40.79166667,강남구,2
559,2016-07-13,32.70833333,강남구,2
560,2016-07-14,26.5,강남구,2
561,2016-07-15,20.04347826,강남구,2
562,2016-07-16,10.66666667,강남구,2
563,2016-07-17,13.75,강남구,2
564,2016-07-18,28.45833333,강남구,2
565,2016-07-19,37.95652174,강남구,2
566,2016-07-20,38.66666667,강남구,2
567,2016-07-21,32.16666667,강남구,2
568,2016-07-22,38.09090909,강남구,2
569,2016-07-23,40.875,강남구,2
570,2016-07-24,37.45833333,강남구,2
571,2016-07-25,42.375,강남구,2
572,2016-07-26,35.125,강남구,2
573,2016-07-27,43.0,강남구,2
575,2016-07-29,56.33333333,강남구,2
576,2016-07-30,61.6875,강남구,2
577,2016-08-01,25.6,강남구,2
578,2016-08-02,30.5,강남구,2
579,2016-08-03,32.58333333,강남구,2
580,2016-08-04,35.33333333,강남구,2
581,2016-08-05,39.69565217,강남구,2
582,2016-08-06,66.875,강남구,2
583,2016-08-07,43.29166667,강남구,2
584,2016-08-08,41.45833333,강남구,2
585,2016-08-09,30.13043478,강남구,2
586,2016-08-10,61.23809524,강남구,2
587,2016-08-11,36.52173913,강남구,2
588,2016-08-12,47.79166667,강남구,2
589,2016-08-13,38.625,강남구,2
590,2016-08-14,43.56521739,강남구,2
591,2016-08-15,43.0,강남구,2
592,2016-08-16,55.08333333,강남구,2
593,2016-08-17,51.04166667,강남구,2
594,2016-08-18,58.38095238,강남구,2
595,2016-08-19,65.91666667,강남구,2
596,2016-08-20,34.375,강남구,2
597,2016-08-21,29.54166667,강남구,2
598,2016-08-22,32.30434783,강남구,2
599,2016-08-23,38.70833333,강남구,2
600,2016-08-24,35.79166667,강남구,2
601,2016-08-25,36.09090909,강남구,2
602,2016-08-26,13.7826087,강남구,2
603,2016-08-27,15.08333333,강남구,2
604,2016-08-28,12.86956522,강남구,2
605,2016-08-29,17.09090909,강남구,2
606,2016-08-30,32.95833333,강남구,2
607,2016-08-31,20.29166667,강남구,2
608,2016-09-01,71.125,강남구,2
609,2016-09-02,39.45833333,강남구,2
610,2016-09-03,24.75,강남구,2
611,2016-09-04,25.58333333,강남구,2
612,2016-09-05,32.625,강남구,2
613,2016-09-06,61.63636364,강남구,2
615,2016-09-08,63.0,강남구,2
616,2016-09-09,47.0,강남구,2
617,2016-09-10,46.69565217,강남구,2
618,2016-09-11,47.04166667,강남구,2
619,2016-09-12,33.95833333,강남구,2
620,2016-09-13,18.73913043,강남구,2
621,2016-09-14,34.83333333,강남구,2
622,2016-09-15,45.875,강남구,2
623,2016-09-16,60.33333333,강남구,2
624,2016-09-17,30.79166667,강남구,2
625,2016-09-18,26.41666667,강남구,2
626,2016-09-19,15.0,강남구,2
627,2016-09-20,18.36363636,강남구,2
628,2016-09-21,36.04166667,강남구,2
629,2016-09-22,42.58333333,강남구,2
630,2016-09-23,55.41666667,강남구,2
631,2016-09-24,65.33333333,강남구,2
632,2016-09-25,61.58333333,강남구,2
633,2016-09-26,54.29166667,강남구,2
634,2016-09-27,40.91666667,강남구,2
635,2016-09-28,38.5,강남구,2
636,2016-09-29,14.08333333,강남구,2
637,2016-09-30,33.86956522,강남구,2
638,2016-10-01,48.20833333,강남구,2
639,2016-10-02,30.70833333,강남구,2
640,2016-10-03,16.625,강남구,2
641,2016-10-04,35.0,강남구,2
642,2016-10-05,27.625,강남구,2
643,2016-10-06,44.0,강남구,2
644,2016-10-07,30.04166667,강남구,2
645,2016-10-08,22.58333333,강남구,2
646,2016-10-09,19.66666667,강남구,2
647,2016-10-10,28.45833333,강남구,2
648,2016-10-11,46.625,강남구,2
649,2016-10-12,61.65217391,강남구,2
650,2016-10-13,43.75,강남구,2
651,2016-10-14,79.20833333,강남구,2
652,2016-10-15,84.33333333,강남구,2
653,2016-10-16,56.875,강남구,2
654,2016-10-17,54.20833333,강남구,2
655,2016-10-18,59.54166667,강남구,2
656,2016-10-19,67.375,강남구,2
657,2016-10-20,71.45833333,강남구,2
658,2016-10-21,24.70833333,강남구,2
659,2016-10-22,32.16666667,강남구,2
660,2016-10-23,12.58333333,강남구,2
661,2016-10-24,16.79166667,강남구,2
662,2016-10-25,17.29166667,강남구,2
663,2016-10-26,45.45833333,강남구,2
664,2016-10-27,49.95833333,강남구,2
665,2016-10-28,41.65217391,강남구,2
666,2016-10-29,39.91666667,강남구,2
667,2016-10-30,27.83333333,강남구,2
668,2016-10-31,34.04166667,강남구,2
669,2016-11-01,23.875,강남구,2
670,2016-11-02,38.58333333,강남구,2
671,2016-11-03,41.86363636,강남구,2
672,2016-11-04,64.91666667,강남구,2
673,2016-11-05,77.08333333,강남구,2
674,2016-11-06,37.5,강남구,2
675,2016-11-07,37.625,강남구,2
676,2016-11-08,72.25,강남구,2
677,2016-11-09,45.08333333,강남구,2
678,2016-11-10,43.54166667,강남구,2
679,2016-11-11,52.16666667,강남구,2
680,2016-11-12,82.91666667,강남구,2
681,2016-11-13,68.83333333,강남구,2
682,2016-11-14,55.125,강남구,2
683,2016-11-15,68.33333333,강남구,2
684,2016-11-16,61.125,강남구,2
687,2016-11-19,67.33333333,강남구,2
688,2016-11-20,47.58333333,강남구,2
689,2016-11-21,68.83333333,강남구,2
690,2016-11-22,52.36363636,강남구,2
691,2016-11-23,44.91666667,강남구,2
692,2016-11-24,30.79166667,강남구,2
693,2016-11-25,43.41666667,강남구,2
694,2016-11-26,65.25,강남구,2
695,2016-11-27,73.04166667,강남구,2
697,2016-11-29,39.45833333,강남구,2
698,2016-11-30,48.0,강남구,2
699,2016-12-01,58.0,강남구,2
700,2016-12-02,39.04166667,강남구,2
701,2016-12-03,59.58333333,강남구,2
704,2016-12-06,29.45833333,강남구,2
705,2016-12-07,57.86956522,강남구,2
706,2016-12-08,60.0,강남구,2
707,2016-12-09,36.58333333,강남구,2
708,2016-12-10,35.5,강남구,2
709,2016-12-11,34.04166667,강남구,2
710,2016-12-12,48.59090909,강남구,2
711,2016-12-13,62.91666667,강남구,2
712,2016-12-14,58.875,강남구,2
713,2016-12-15,36.875,강남구,2
714,2016-12-16,33.58333333,강남구,2
715,2016-12-17,59.25,강남구,2
716,2016-12-18,53.08333333,강남구,2
717,2016-12-19,41.5,강남구,2
718,2016-12-20,54.20833333,강남구,2
719,2016-12-21,40.83333333,강남구,2
720,2016-12-22,27.79166667,강남구,2
721,2016-12-23,57.5,강남구,2
722,2016-12-24,70.58333333,강남구,2
723,2016-12-25,56.04166667,강남구,2
724,2016-12-26,45.16666667,강남구,2
725,2016-12-27,45.29166667,강남구,2
726,2016-12-28,46.04347826,강남구,2
727,2016-12-29,38.45833333,강남구,2
728,2016-12-30,46.0,강남구,2
729,2016-12-31,60.41666667,강남구,2
730,2017-01-01,78.625,강남구,2
733,2017-01-04,56.66666667,강남구,2
734,2017-01-05,41.09090909,강남구,2
735,2017-01-06,22.5,강남구,2
736,2017-01-07,56.08333333,강남구,2
737,2017-01-08,31.83333333,강남구,2
