,date,d_pm10,location
0,2015-01-01,68.0,강남구
1,2015-01-02,29.29166667,강남구
2,2015-01-03,39.125,강남구
3,2015-01-04,39.125,강남구
4,2015-01-05,72.81818182,강남구
5,2015-01-06,43.29166667,강남구
6,2015-01-07,33.83333333,강남구
7,2015-01-08,43.58333333,강남구
8,2015-01-09,54.91666667,강남구
9,2015-01-10,37.5,강남구
10,2015-01-11,44.375,강남구
11,2015-01-12,43.75,강남구
12,2015-01-13,55.08333333,강남구
13,2015-01-14,67.125,강남구
14,2015-01-15,63.0,강남구
15,2015-01-16,85.20833333,강남구
16,2015-01-17,38.45833333,강남구
17,2015-01-18,32.16666667,강남구
18,2015-01-19,67.54166667,강남구
19,2015-01-20,47.45833333,강남구
20,2015-01-21,57.08333333,강남구
21,2015-01-22,46.83333333,강남구
22,2015-01-23,37.86956522,강남구
23,2015-01-24,53.16666667,강남구
24,2015-01-25,64.0,강남구
25,2015-01-26,40.54166667,강남구
26,2015-01-27,52.125,강남구
27,2015-01-28,45.875,강남구
28,2015-01-29,51.91666667,강남구
29,2015-01-30,40.16666667,강남구
30,2015-01-31,41.25,강남구
31,2015-02-01,31.83333333,강남구
32,2015-02-02,38.95652174,강남구
33,2015-02-03,61.58333333,강남구
34,2015-02-04,80.25,강남구
36,2015-02-06,54.54166667,강남구
37,2015-02-07,47.625,강남구
39,2015-02-09,36.25,강남구
42,2015-02-12,37.43478261,강남구
43,2015-02-13,32.375,강남구
44,2015-02-14,53.875,강남구
45,2015-02-15,78.79166667,강남구
46,2015-02-16,47.75,강남구
47,2015-02-17,66.66666667,강남구
48,2015-02-18,65.625,강남구
49,2015-02-19,66.20833333,강남구
50,2015-02-20,52.54166667,강남구
51,2015-02-21,26.41666667,강남구
55,2015-02-25,74.125,강남구
56,2015-02-26,35.875,강남구
57,2015-02-27,27.94736842,강남구
58,2015-02-28,43.08333333,강남구
61,2015-03-03,54.70833333,강남구
62,2015-03-04,40.27777778,강남구
63,2015-03-05,42.68181818,강남구
64,2015-03-06,48.75,강남구
65,2015-03-07,53.33333333,강남구
67,2015-03-09,76.04166667,강남구
68,2015-03-10,32.875,강남구
69,2015-03-11,41.375,강남구
70,2015-03-12,30.5,강남구
71,2015-03-13,57.6,강남구
72,2015-03-14,42.79166667,강남구
73,2015-03-15,49.29166667,강남구
77,2015-03-19,53.875,강남구
81,2015-03-23,59.86363636,강남구
82,2015-03-24,47.5,강남구
83,2015-03-25,43.54166667,강남구
84,2015-03-26,50.54166667,강남구
85,2015-03-27,56.79166667,강남구
86,2015-03-28,45.0,강남구
87,2015-03-29,70.29166667,강남구
90,2015-04-01,31.5,강남구
91,2015-04-02,23.45833333,강남구
92,2015-04-03,33.95454545,강남구
93,2015-04-04,17.04347826,강남구
94,2015-04-05,15.70833333,강남구
95,2015-04-06,59.16666667,강남구
96,2015-04-07,40.04166667,강남구
97,2015-04-08,27.125,강남구
98,2015-04-09,53.875,강남구
99,2015-04-10,58.29166667,강남구
100,2015-04-11,68.79166667,강남구
101,2015-04-12,52.33333333,강남구
102,2015-04-13,26.25,강남구
103,2015-04-14,21.95833333,강남구
104,2015-04-15,43.08333333,강남구
105,2015-04-16,77.66666667,강남구
106,2015-04-17,72.0,강남구
107,2015-04-18,62.83333333,강남구
108,2015-04-19,31.16666667,강남구
109,2015-04-20,13.73913043,강남구
110,2015-04-21,42.45833333,강남구
111,2015-04-22,72.75,강남구
112,2015-04-23,64.0,강남구
113,2015-04-24,76.5,강남구
114,2015-04-25,59.79166667,강남구
115,2015-04-26,59.25,강남구
116,2015-04-27,64.42857143,강남구
117,2015-04-28,48.5,강남구
118,2015-04-29,43.33333333,강남구
119,2015-04-30,32.52380952,강남구
120,2015-05-01,43.08333333,강남구
121,2015-05-02,36.83333333,강남구
122,2015-05-03,26.20833333,강남구
123,2015-05-04,51.5,강남구
124,2015-05-05,39.70833333,강남구
125,2015-05-06,47.70833333,강남구
126,2015-05-07,45.5,강남구
127,2015-05-08,53.375,강남구
128,2015-05-09,40.29166667,강남구
129,2015-05-10,41.58333333,강남구
130,2015-05-11,44.45833333,강남구
131,2015-05-12,35.25,강남구
132,2015-05-13,68.41666667,강남구
133,2015-05-14,58.04166667,강남구
135,2015-05-16,54.58333333,강남구
136,2015-05-17,54.75,강남구
137,2015-05-18,43.54166667,강남구
138,2015-05-19,51.04166667,강남구
139,2015-05-20,43.33333333,강남구
140,2015-05-21,43.875,강남구
141,2015-05-22,49.95833333,강남구
142,2015-05-23,45.95833333,강남구
143,2015-05-24,31.5,강남구
144,2015-05-25,40.54166667,강남구
145,2015-05-26,37.83333333,강남구
146,2015-05-27,35.95833333,강남구
147,2015-05-28,44.625,강남구
148,2015-05-29,48.70833333,강남구
149,2015-05-30,39.75,강남구
150,2015-05-31,35.66666667,강남구
151,2015-06-01,35.41666667,강남구
152,2015-06-02,36.5,강남구
153,2015-06-03,41.66666667,강남구
154,2015-06-04,39.875,강남구
155,2015-06-05,32.56521739,강남구
156,2015-06-06,29.125,강남구
157,2015-06-07,29.66666667,강남구
158,2015-06-08,36.0,강남구
159,2015-06-09,42.75,강남구
160,2015-06-10,49.29166667,강남구
161,2015-06-11,39.125,강남구
162,2015-06-12,42.54166667,강남구
163,2015-06-13,75.0,강남구
164,2015-06-14,30.95833333,강남구
165,2015-06-15,36.66666667,강남구
166,2015-06-16,47.16666667,강남구
167,2015-06-17,42.08333333,강남구
168,2015-06-18,25.625,강남구
169,2015-06-19,22.04166667,강남구
170,2015-06-20,36.91666667,강남구
171,2015-06-21,19.875,강남구
172,2015-06-22,29.58333333,강남구
173,2015-06-23,33.54166667,강남구
174,2015-06-24,41.58333333,강남구
175,2015-06-25,37.20833333,강남구
176,2015-06-26,13.52173913,강남구
177,2015-06-27,10.95833333,강남구
178,2015-06-28,23.0,강남구
179,2015-06-29,24.66666667,강남구
180,2015-06-30,29.45833333,강남구
181,2015-07-01,31.5,강남구
182,2015-07-02,47.16666667,강남구
183,2015-07-03,42.20833333,강남구
184,2015-07-04,32.20833333,강남구
185,2015-07-05,34.45833333,강남구
186,2015-07-06,31.5,강남구
187,2015-07-07,33.91666667,강남구
188,2015-07-08,10.30434783,강남구
189,2015-07-09,12.14285714,강남구
190,2015-07-10,17.58333333,강남구
191,2015-07-11,26.95652174,강남구
192,2015-07-12,10.14285714,강남구
193,2015-07-13,31.95238095,강남구
194,2015-07-14,66.75,강남구
195,2015-07-15,47.91666667,강남구
196,2015-07-16,11.08695652,강남구
197,2015-07-17,11.0,강남구
198,2015-07-18,29.75,강남구
199,2015-07-19,23.2173913,강남구
200,2015-07-20,22.58333333,강남구
201,2015-07-21,29.58333333,강남구
202,2015-07-22,28.91304348,강남구
203,2015-07-23,22.54166667,강남구
204,2015-07-24,14.25,강남구
205,2015-07-25,17.375,강남구
206,2015-07-26,18.04347826,강남구
207,2015-07-27,25.66666667,강남구
208,2015-07-28,36.58333333,강남구
209,2015-07-29,38.43478261,강남구
210,2015-07-30,70.75,강남구
211,2015-07-31,60.5,강남구
212,2015-08-01,48.41666667,강남구
213,2015-08-02,30.875,강남구
214,2015-08-03,27.16666667,강남구
215,2015-08-04,20.8,강남구
216,2015-08-05,27.29166667,강남구
217,2015-08-06,31.625,강남구
218,2015-08-07,38.20833333,강남구
219,2015-08-08,32.875,강남구
220,2015-08-09,19.875,강남구
221,2015-08-10,28.41666667,강남구
222,2015-08-11,53.125,강남구
223,2015-08-12,44.83333333,강남구
224,2015-08-13,37.41666667,강남구
225,2015-08-14,39.33333333,강남구
226,2015-08-15,61.33333333,강남구
227,2015-08-16,68.56521739,강남구
228,2015-08-17,22.41666667,강남구
229,2015-08-18,21.17391304,강남구
230,2015-08-19,32.375,강남구
231,2015-08-20,31.70833333,강남구
232,2015-08-21,26.16666667,강남구
233,2015-08-22,34.66666667,강남구
234,2015-08-23,35.20833333,강남구
235,2015-08-24,28.375,강남구
236,2015-08-25,7.217391304,강남구
237,2015-08-26,9.347826087,강남구
238,2015-08-27,20.625,강남구
239,2015-08-28,28.52173913,강남구
240,2015-08-29,30.70833333,강남구
241,2015-08-30,31.5,강남구
242,2015-08-31,31.625,강남구
243,2015-09-01,23.39130435,강남구
244,2015-09-02,24.65217391,강남구
245,2015-09-03,24.5,강남구
246,2015-09-04,34.81818182,강남구
247,2015-09-05,31.25,강남구
248,2015-09-06,12.45833333,강남구
249,2015-09-07,12.54166667,강남구
250,2015-09-08,12.08333333,강남구
251,2015-09-09,16.04166667,강남구
252,2015-09-10,28.83333333,강남구
253,2015-09-11,39.5,강남구
254,2015-09-12,21.75,강남구
255,2015-09-13,21.375,강남구
256,2015-09-14,29.75,강남구
257,2015-09-15,25.66666667,강남구
258,2015-09-16,16.08333333,강남구
259,2015-09-17,11.69565217,강남구
260,2015-09-18,16.95833333,강남구
261,2015-09-19,30.79166667,강남구
262,2015-09-20,46.75,강남구
263,2015-09-21,45.5,강남구
264,2015-09-22,40.41666667,강남구
265,2015-09-23,41.41666667,강남구
266,2015-09-24,34.54166667,강남구
267,2015-09-25,34.41666667,강남구
268,2015-09-26,45.08333333,강남구
269,2015-09-27,34.29166667,강남구
270,2015-09-28,28.95833333,강남구
271,2015-09-29,24.83333333,강남구
272,2015-09-30,17.29166667,강남구
273,2015-10-01,15.875,강남구
274,2015-10-02,32.2173913,강남구
275,2015-10-03,38.20833333,강남구
276,2015-10-04,27.66666667,강남구
277,2015-10-05,29.16666667,강남구
278,2015-10-06,30.82608696,강남구
279,2015-10-07,43.625,강남구
280,2015-10-08,51.91666667,강남구
281,2015-10-09,32.66666667,강남구
282,2015-10-10,23.25,강남구
283,2015-10-11,15.625,강남구
284,2015-10-12,17.58333333,강남구
285,2015-10-13,28.83333333,강남구
286,2015-10-14,45.33333333,강남구
287,2015-10-15,55.625,강남구
288,2015-10-16,64.16666667,강남구
289,2015-10-17,59.08333333,강남구
290,2015-10-18,73.16666667,강남구
294,2015-10-22,83.75,강남구
295,2015-10-23,49.71428571,강남구
296,2015-10-24,32.70833333,강남구
297,2015-10-25,28.41666667,강남구
298,2015-10-26,30.91666667,강남구
299,2015-10-27,35.83333333,강남구
300,2015-10-28,32.7826087,강남구
301,2015-10-29,21.69565217,강남구
302,2015-10-30,29.0,강남구
303,2015-10-31,30.04166667,강남구
304,2015-11-01,40.16666667,강남구
305,2015-11-02,50.70833333,강남구
306,2015-11-03,68.23809524,강남구
307,2015-11-04,83.33333333,강남구
308,2015-11-05,75.0,강남구
309,2015-11-06,49.58333333,강남구
310,2015-11-07,12.0,강남구
311,2015-11-08,4.384615385,강남구
312,2015-11-09,10.47826087,강남구
313,2015-11-10,46.58333333,강남구
314,2015-11-11,40.16666667,강남구
315,2015-11-12,14.45833333,강남구
316,2015-11-13,13.20833333,강남구
317,2015-11-14,9.826086957,강남구
318,2015-11-15,18.45833333,강남구
319,2015-11-16,28.66666667,강남구
320,2015-11-17,18.0,강남구
321,2015-11-18,10.04347826,강남구
322,2015-11-19,13.08333333,강남구
323,2015-11-20,33.95833333,강남구
324,2015-11-21,46.33333333,강남구
325,2015-11-22,31.91666667,강남구
326,2015-11-23,7.0,강남구
327,2015-11-24,22.625,강남구
328,2015-11-25,11.57142857,강남구
329,2015-11-26,31.95833333,강남구
330,2015-11-27,38.33333333,강남구
331,2015-11-28,41.08333333,강남구
332,2015-11-29,39.0,강남구
333,2015-11-30,40.83333333,강남구
334,2015-12-01,52.0,강남구
335,2015-12-02,52.75,강남구
336,2015-12-03,17.875,강남구
337,2015-12-04,40.29166667,강남구
338,2015-12-05,34.625,강남구
339,2015-12-06,34.79166667,강남구
340,2015-12-07,50.375,강남구
341,2015-12-08,66.54166667,강남구
342,2015-12-09,69.26086957,강남구
343,2015-12-10,47.45833333,강남구
344,2015-12-11,32.45833333,강남구
345,2015-12-12,30.16666667,강남구
346,2015-12-13,38.91666667,강남구
347,2015-12-14,47.83333333,강남구
348,2015-12-15,53.33333333,강남구
349,2015-12-16,26.16666667,강남구
350,2015-12-17,18.83333333,강남구
351,2015-12-18,39.625,강남구
352,2015-12-19,55.54166667,강남구
353,2015-12-20,47.91666667,강남구
354,2015-12-21,49.25,강남구
355,2015-12-22,54.41666667,강남구
356,2015-12-23,46.625,강남구
358,2015-12-25,27.91666667,강남구
359,2015-12-26,73.5,강남구
360,2015-12-27,29.0,강남구
361,2015-12-28,22.54166667,강남구
362,2015-12-29,54.58333333,강남구
363,2015-12-30,58.95454545,강남구
364,2015-12-31,66.66666667,강남구
365,2016-01-01,76.0,강남구
366,2016-01-02,49.29166667,강남구
369,2016-01-05,31.875,강남구
370,2016-01-06,59.75,강남구
371,2016-01-07,41.79166667,강남구
372,2016-01-08,32.54166667,강남구
373,2016-01-09,35.625,강남구
374,2016-01-10,31.0,강남구
375,2016-01-11,40.29166667,강남구
376,2016-01-12,52.54166667,강남구
377,2016-01-13,38.125,강남구
378,2016-01-14,49.16666667,강남구
379,2016-01-15,49.66666667,강남구
380,2016-01-16,66.04166667,강남구
381,2016-01-17,65.66666667,강남구
382,2016-01-18,63.0,강남구
383,2016-01-19,37.08333333,강남구
384,2016-01-20,38.66666667,강남구
385,2016-01-21,57.875,강남구
386,2016-01-22,54.95833333,강남구
387,2016-01-23,32.83333333,강남구
388,2016-01-24,41.20833333,강남구
389,2016-01-25,53.75,강남구
390,2016-01-26,82.875,강남구
391,2016-01-27,69.08333333,강남구
392,2016-01-28,64.41666667,강남구
393,2016-01-29,51.95833333,강남구
394,2016-01-30,39.20833333,강남구
395,2016-01-31,42.45833333,강남구
396,2016-02-01,41.875,강남구
397,2016-02-02,49.625,강남구
398,2016-02-03,64.41666667,강남구
399,2016-02-04,56.375,강남구
400,2016-02-05,47.66666667,강남구
401,2016-02-06,52.875,강남구
402,2016-02-07,52.20833333,강남구
403,2016-02-08,69.45833333,강남구
404,2016-02-09,58.95833333,강남구
405,2016-02-10,43.75,강남구
406,2016-02-11,47.875,강남구
407,2016-02-12,37.17391304,강남구
408,2016-02-13,15.91666667,강남구
409,2016-02-14,31.375,강남구
410,2016-02-15,35.79166667,강남구
411,2016-02-16,28.83333333,강남구
412,2016-02-17,40.29166667,강남구
413,2016-02-18,42.16666667,강남구
415,2016-02-20,53.54166667,강남구
416,2016-02-21,27.20833333,강남구
417,2016-02-22,45.52173913,강남구
418,2016-02-23,58.16666667,강남구
419,2016-02-24,34.875,강남구
420,2016-02-25,49.875,강남구
421,2016-02-26,48.75,강남구
422,2016-02-27,66.875,강남구
423,2016-02-28,53.83333333,강남구
424,2016-02-29,58.91666667,강남구
425,2016-03-01,31.875,강남구
426,2016-03-02,37.0,강남구
427,2016-03-03,50.05,강남구
428,2016-03-04,72.75,강남구
429,2016-03-05,21.54166667,강남구
433,2016-03-09,51.875,강남구
434,2016-03-10,33.625,강남구
435,2016-03-11,33.16666667,강남구
436,2016-03-12,42.04166667,강남구
437,2016-03-13,57.875,강남구
438,2016-03-14,64.54166667,강남구
439,2016-03-15,63.25,강남구
440,2016-03-16,68.16666667,강남구
441,2016-03-17,77.33333333,강남구
442,2016-03-18,71.25,강남구
443,2016-03-19,78.91666667,강남구
444,2016-03-20,82.875,강남구
445,2016-03-21,86.25,강남구
446,2016-03-22,68.58333333,강남구
447,2016-03-23,83.33333333,강남구
448,2016-03-24,37.29166667,강남구
449,2016-03-25,71.75,강남구
450,2016-03-26,67.70833333,강남구
451,2016-03-27,69.25,강남구
452,2016-03-28,68.91666667,강남구
455,2016-03-31,52.66666667,강남구
456,2016-04-01,73.45833333,강남구
457,2016-04-02,80.33333333,강남구
458,2016-04-03,59.41666667,강남구
459,2016-04-04,27.17391304,강남구
460,2016-04-05,57.16666667,강남구
461,2016-04-06,72.16666667,강남구
462,2016-04-07,45.54166667,강남구
463,2016-04-08,85.20833333,강남구
466,2016-04-11,46.95833333,강남구
467,2016-04-12,57.79166667,강남구
468,2016-04-13,61.5,강남구
469,2016-04-14,61.04166667,강남구
470,2016-04-15,57.875,강남구
471,2016-04-16,56.375,강남구
472,2016-04-17,50.16666667,강남구
473,2016-04-18,68.25,강남구
474,2016-04-19,49.33333333,강남구
475,2016-04-20,67.0,강남구
476,2016-04-21,29.81818182,강남구
477,2016-04-22,81.83333333,강남구
481,2016-04-26,84.16666667,강남구
482,2016-04-27,53.54166667,강남구
483,2016-04-28,61.20833333,강남구
484,2016-04-29,66.75,강남구
485,2016-04-30,84.95454545,강남구
486,2016-05-01,46.375,강남구
487,2016-05-02,44.625,강남구
488,2016-05-03,18.0,강남구
489,2016-05-04,52.33333333,강남구
490,2016-05-05,49.79166667,강남구
491,2016-05-06,41.875,강남구
493,2016-05-08,48.79166667,강남구
494,2016-05-09,55.41666667,강남구
495,2016-05-10,30.25,강남구
496,2016-05-11,26.95833333,강남구
497,2016-05-12,24.5,강남구
498,2016-05-13,34.79166667,강남구
499,2016-05-14,30.125,강남구
500,2016-05-15,27.95652174,강남구
501,2016-05-16,29.45833333,강남구
502,2016-05-17,56.91304348,강남구
503,2016-05-18,47.95833333,강남구
504,2016-05-19,31.70833333,강남구
505,2016-05-20,45.29166667,강남구
506,2016-05-21,30.58333333,강남구
507,2016-05-22,46.625,강남구
508,2016-05-23,54.55,강남구
509,2016-05-24,30.7826087,강남구
513,2016-05-28,82.95833333,강남구
517,2016-06-01,44.08695652,강남구
518,2016-06-02,39.0,강남구
519,2016-06-03,46.18181818,강남구
520,2016-06-04,57.79166667,강남구
521,2016-06-05,53.58333333,강남구
522,2016-06-06,23.375,강남구
523,2016-06-07,43.29166667,강남구
524,2016-06-08,38.33333333,강남구
525,2016-06-09,53.20833333,강남구
526,2016-06-10,62.81818182,강남구
527,2016-06-11,48.20833333,강남구
528,2016-06-12,27.58333333,강남구
529,2016-06-13,67.59090909,강남구
530,2016-06-14,55.16666667,강남구
531,2016-06-15,34.95833333,강남구
532,2016-06-16,29.33333333,강남구
533,2016-06-17,52.08333333,강남구
534,2016-06-18,66.5,강남구
535,2016-06-19,43.45833333,강남구
536,2016-06-20,51.625,강남구
537,2016-06-21,58.86363636,강남구
538,2016-06-22,67.91666667,강남구
539,2016-06-23,46.08333333,강남구
540,2016-06-24,55.94117647,강남구
541,2016-06-25,33.875,강남구
542,2016-06-26,33.0,강남구
543,2016-06-27,35.0,강남구
544,2016-06-28,59.08333333,강남구
545,2016-06-29,39.45833333,강남구
546,2016-06-30,27.75,강남구
547,2016-07-01,19.25,강남구
548,2016-07-02,13.45833333,강남구
549,2016-07-03,38.08333333,강남구
550,2016-07-04,25.09090909,강남구
551,2016-07-05,13.08333333,강남구
552,2016-07-06,17.18181818,강남구
553,2016-07-07,43.625,강남구
554,2016-07-08,54.16666667,강남구
555,2016-07-09,41.20833333,강남구
556,2016-07-10,37.79166667,강남구
557,2016-07-11,57.45833333,강남구
558,2016-07-12,40.79166667,강남구
559,2016-07-13,32.70833333,강남구
560,2016-07-14,26.5,강남구
561,2016-07-15,20.04347826,강남구
562,2016-07-16,10.66666667,강남구
563,2016-07-17,13.75,강남구
564,2016-07-18,28.45833333,강남구
565,2016-07-19,37.95652174,강남구
566,2016-07-20,38.66666667,강남구
567,2016-07-21,32.16666667,강남구
568,2016-07-22,38.09090909,강남구
569,2016-07-23,40.875,강남구
570,2016-07-24,37.45833333,강남구
571,2016-07-25,42.375,강남구
572,2016-07-26,35.125,강남구
573,2016-07-27,43.0,강남구
575,2016-07-29,56.33333333,강남구
576,2016-07-30,61.6875,강남구
577,2016-08-01,25.6,강남구
578,2016-08-02,30.5,강남구
579,2016-08-03,32.58333333,강남구
580,2016-08-04,35.33333333,강남구
581,2016-08-05,39.69565217,강남구
582,2016-08-06,66.875,강남구
583,2016-08-07,43.29166667,강남구
584,2016-08-08,41.45833333,강남구
585,2016-08-09,30.13043478,강남구
586,2016-08-10,61.23809524,강남구
587,2016-08-11,36.52173913,강남구
588,2016-08-12,47.79166667,강남구
589,2016-08-13,38.625,강남구
590,2016-08-14,43.56521739,강남구
591,2016-08-15,43.0,강남구
592,2016-08-16,55.08333333,강남구
593,2016-08-17,51.04166667,강남구
594,2016-08-18,58.38095238,강남구
595,2016-08-19,65.91666667,강남구
596,2016-08-20,34.375,강남구
597,2016-08-21,29.54166667,강남구
598,2016-08-22,32.30434783,강남구
599,2016-08-23,38.70833333,강남구
600,2016-08-24,35.79166667,강남구
601,2016-08-25,36.09090909,강남구
602,2016-08-26,13.7826087,강남구
603,2016-08-27,15.08333333,강남구
604,2016-08-28,12.86956522,강남구
605,2016-08-29,17.09090909,강남구
606,2016-08-30,32.95833333,강남구
607,2016-08-31,20.29166667,강남구
608,2016-09-01,71.125,강남구
609,2016-09-02,39.45833333,강남구
610,2016-09-03,24.75,강남구
611,2016-09-04,25.58333333,강남구
612,2016-09-05,32.625,강남구
613,2016-09-06,61.63636364,강남구
615,2016-09-08,63.0,강남구
616,2016-09-09,47.0,강남구
617,2016-09-10,46.69565217,강남구
618,2016-09-11,47.04166667,강남구
619,2016-09-12,33.95833333,강남구
620,2016-09-13,18.73913043,강남구
621,2016-09-14,34.83333333,강남구
622,2016-09-15,45.875,강남구
623,2016-09-16,60.33333333,강남구
624,2016-09-17,30.79166667,강남구
625,2016-09-18,26.41666667,강남구
626,2016-09-19,15.0,강남구
627,2016-09-20,18.36363636,강남구
628,2016-09-21,36.04166667,강남구
629,2016-09-22,42.58333333,강남구
630,2016-09-23,55.41666667,강남구
631,2016-09-24,65.33333333,강남구
632,2016-09-25,61.58333333,강남구
633,2016-09-26,54.29166667,강남구
634,2016-09-27,40.91666667,강남구
635,2016-09-28,38.5,강남구
636,2016-09-29,14.08333333,강남구
637,2016-09-30,33.86956522,강남구
638,2016-10-01,48.20833333,강남구
639,2016-10-02,30.70833333,강남구
640,2016-10-03,16.625,강남구
641,2016-10-04,35.0,강남구
642,2016-10-05,27.625,강남구
643,2016-10-06,44.0,강남구
644,2016-10-07,30.04166667,강남구
645,2016-10-08,22.58333333,강남구
646,2016-10-09,19.66666667,강남구
647,2016-10-10,28.45833333,강남구
648,2016-10-11,46.625,강남구
649,2016-10-12,61.65217391,강남구
650,2016-10-13,43.75,강남구
651,2016-10-14,79.20833333,강남구
652,2016-10-15,84.33333333,강남구
653,2016-10-16,56.875,강남구
654,2016-10-17,54.20833333,강남구
655,2016-10-18,59.54166667,강남구
656,2016-10-19,67.375,강남구
657,2016-10-20,71.45833333,강남구
658,2016-10-21,24.70833333,강남구
659,2016-10-22,32.16666667,강남구
660,2016-10-23,12.58333333,강남구
661,2016-10-24,16.79166667,강남구
662,2016-10-25,17.29166667,강남구
663,2016-10-26,45.45833333,강남구
664,2016-10-27,49.95833333,강남구
665,2016-10-28,41.65217391,강남구
666,2016-10-29,39.91666667,강남구
667,2016-10-30,27.83333333,강남구
668,2016-10-31,34.04166667,강남구
669,2016-11-01,23.875,강남구
670,2016-11-02,38.58333333,강남구
671,2016-11-03,41.86363636,강남구
672,2016-11-04,64.91666667,강남구
673,2016-11-05,77.08333333,강남구
674,2016-11-06,37.5,강남구
675,2016-11-07,37.625,강남구
676,2016-11-08,72.25,강남구
677,2016-11-09,45.08333333,강남구
678,2016-11-10,43.54166667,강남구
679,2016-11-11,52.16666667,강남구
680,2016-11-12,82.91666667,강남구
681,2016-11-13,68.83333333,강남구
682,2016-11-14,55.125,강남구
683,2016-11-15,68.33333333,강남구
684,2016-11-16,61.125,강남구
687,2016-11-19,67.33333333,강남구
688,2016-11-20,47.58333333,강남구
689,2016-11-21,68.83333333,강남구
690,2016-11-22,52.36363636,강남구
691,2016-11-23,44.91666667,강남구
692,2016-11-24,30.79166667,강남구
693,2016-11-25,43.41666667,강남구
694,2016-11-26,65.25,강남구
695,2016-11-27,73.04166667,강남구
697,2016-11-29,39.45833333,강남구
698,2016-11-30,48.0,강남구
699,2016-12-01,58.0,강남구
700,2016-12-02,39.04166667,강남구
701,2016-12-03,59.58333333,강남구
704,2016-12-06,29.45833333,강남구
705,2016-12-07,57.86956522,강남구
706,2016-12-08,60.0,강남구
707,2016-12-09,36.58333333,강남구
708,2016-12-10,35.5,강남구
709,2016-12-11,34.04166667,강남구
710,2016-12-12,48.59090909,강남구
711,2016-12-13,62.91666667,강남구
712,2016-12-14,58.875,강남구
713,2016-12-15,36.875,강남구
714,2016-12-16,33.58333333,강남구
715,2016-12-17,59.25,강남구
716,2016-12-18,53.08333333,강남구
717,2016-12-19,41.5,강남구
718,2016-12-20,54.20833333,강남구
719,2016-12-21,40.83333333,강남구
720,2016-12-22,27.79166667,강남구
721,2016-12-23,57.5,강남구
722,2016-12-24,70.58333333,강남구
723,2016-12-25,56.04166667,강남구
724,2016-12-26,45.16666667,강남구
725,2016-12-27,45.29166667,강남구
726,2016-12-28,46.04347826,강남구
727,2016-12-29,38.45833333,강남구
728,2016-12-30,46.0,강남구
729,2016-12-31,60.41666667,강남구
730,2017-01-01,78.625,강남구
733,2017-01-04,56.66666667,강남구
734,2017-01-05,41.09090909,강남구
735,2017-01-06,22.5,강남구
736,2017-01-07,56.08333333,강남구
737,2017-01-08,31.83333333,강남구
738,2017-01-09,65.0,강남구
739,2017-01-10,33.41666667,강남구
740,2017-01-11,25.625,강남구
741,2017-01-12,29.625,강남구
742,2017-01-13,30.08333333,강남구
743,2017-01-14,49.16666667,강남구
744,2017-01-15,29.58333333,강남구
745,2017-01-16,51.625,강남구
746,2017-01-17,71.70833333,강남구
749,2017-01-20,62.09090909,강남구
750,2017-01-21,53.25,강남구
751,2017-01-22,81.95833333,강남구
752,2017-01-23,51.08333333,강남구
753,2017-01-24,41.5,강남구
754,2017-01-25,51.125,강남구
755,2017-01-26,69.08333333,강남구
757,2017-01-28,35.875,강남구
758,2017-01-29,29.875,강남구
759,2017-01-30,53.16666667,강남구
760,2017-01-31,33.0,강남구
761,2017-02-01,39.875,강남구
762,2017-02-02,34.63636364,강남구
763,2017-02-03,73.125,강남구
765,2017-02-05,79.16666667,강남구
766,2017-02-06,47.41666667,강남구
767,2017-02-07,44.41666667,강남구
768,2017-02-08,62.625,강남구
769,2017-02-09,56.25,강남구
770,2017-02-10,36.33333333,강남구
771,2017-02-11,32.16666667,강남구
772,2017-02-12,32.54166667,강남구
773,2017-02-13,49.0,강남구
774,2017-02-14,56.79166667,강남구
775,2017-02-15,65.375,강남구
777,2017-02-17,55.33333333,강남구
778,2017-02-18,34.75,강남구
779,2017-02-19,46.375,강남구
780,2017-02-20,50.25,강남구
781,2017-02-21,46.86956522,강남구
782,2017-02-22,41.75,강남구
783,2017-02-23,40.08333333,강남구
784,2017-02-24,28.91666667,강남구
785,2017-02-25,50.125,강남구
786,2017-02-26,51.75,강남구
787,2017-02-27,43.27272727,강남구
788,2017-02-28,47.75,강남구
789,2017-03-01,57.13636364,강남구
790,2017-03-02,35.29166667,강남구
791,2017-03-03,44.60869565,강남구
792,2017-03-04,56.58333333,강남구
793,2017-03-05,72.125,강남구
794,2017-03-06,40.0952381,강남구
795,2017-03-07,35.875,강남구
796,2017-03-08,47.79166667,강남구
797,2017-03-09,51.875,강남구
798,2017-03-10,48.125,강남구
799,2017-03-11,69.20833333,강남구
801,2017-03-13,66.75,강남구
802,2017-03-14,57.91666667,강남구
803,2017-03-15,45.23529412,강남구
804,2017-03-16,68.08333333,강남구
805,2017-03-17,77.20833333,강남구
806,2017-03-18,68.58333333,강남구
807,2017-03-19,73.70833333,강남구
810,2017-03-27,69.5,강남구
812,2017-03-29,59.08333333,강남구
813,2017-03-30,71.16666667,강남구
814,2017-03-31,55.95652174,강남구
815,2017-04-01,21.91666667,강남구
816,2017-04-02,46.125,강남구
817,2017-04-03,77.17391304,강남구
818,2017-04-04,74.25,강남구
819,2017-04-05,49.16666667,강남구
820,2017-04-06,25.125,강남구
821,2017-04-07,45.0,강남구
822,2017-04-08,62.33333333,강남구
